"establecimientos","plazas","tipo","cod","mun"
1,660,"Campings","22157","Montanuy"
11,76,"Casas Rurales","22157","Montanuy"
3,52,"Hoteles","22157","Montanuy"
0,0,"Apartamentos","22157","Montanuy"
