"establecimientos","plazas","tipo","cod","mun"
1,4,"Casas Rurales","44111","Fuentes Calientes"
0,0,"Apartamentos","44111","Fuentes Calientes"
0,0,"Campings","44111","Fuentes Calientes"
0,0,"Hoteles","44111","Fuentes Calientes"
