"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50019","Alforque"
0,0,"Campings","50019","Alforque"
0,0,"Casas Rurales","50019","Alforque"
0,0,"Hoteles","50019","Alforque"
