"establecimientos","plazas","tipo","cod","mun"
5,105,"Hoteles","50008","Alagón"
0,0,"Apartamentos","50008","Alagón"
0,0,"Campings","50008","Alagón"
0,0,"Casas Rurales","50008","Alagón"
