"establecimientos","plazas","tipo","cod","mun"
2,81,"Hoteles","44051","Calanda"
0,0,"Apartamentos","44051","Calanda"
0,0,"Campings","44051","Calanda"
0,0,"Casas Rurales","44051","Calanda"
