"establecimientos","plazas","tipo","cod","mun"
1,140,"Campings","44174","Orihuela del Tremedal"
2,73,"Hoteles","44174","Orihuela del Tremedal"
5,46,"Apartamentos","44174","Orihuela del Tremedal"
6,42,"Casas Rurales","44174","Orihuela del Tremedal"
