"establecimientos","plazas","tipo","cod","mun"
8,199,"Hoteles","44246","Valderrobres"
12,150,"Apartamentos","44246","Valderrobres"
5,37,"Casas Rurales","44246","Valderrobres"
0,0,"Campings","44246","Valderrobres"
