"establecimientos","plazas","tipo","cod","mun"
1,18,"Hoteles","44119","Griegos"
1,4,"Casas Rurales","44119","Griegos"
0,0,"Apartamentos","44119","Griegos"
0,0,"Campings","44119","Griegos"
