"establecimientos","plazas","tipo","cod","mun"
6,160,"Hoteles","50017","Alfajarín"
0,0,"Apartamentos","50017","Alfajarín"
0,0,"Campings","50017","Alfajarín"
0,0,"Casas Rurales","50017","Alfajarín"
