"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","44266","Visiedo"
0,0,"Campings","44266","Visiedo"
0,0,"Casas Rurales","44266","Visiedo"
0,0,"Hoteles","44266","Visiedo"
