"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50205","Pedrosas (Las)"
0,0,"Campings","50205","Pedrosas (Las)"
0,0,"Casas Rurales","50205","Pedrosas (Las)"
0,0,"Hoteles","50205","Pedrosas (Las)"
