"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50276","Valpalmas"
0,0,"Campings","50276","Valpalmas"
0,0,"Casas Rurales","50276","Valpalmas"
0,0,"Hoteles","50276","Valpalmas"
