"establecimientos","plazas","tipo","cod","mun"
1,5,"Hoteles","50147","Luceni"
0,0,"Apartamentos","50147","Luceni"
0,0,"Campings","50147","Luceni"
0,0,"Casas Rurales","50147","Luceni"
