"establecimientos","plazas","tipo","cod","mun"
1,6,"Casas Rurales","44157","Monterde de Albarracín"
0,0,"Apartamentos","44157","Monterde de Albarracín"
0,0,"Campings","44157","Monterde de Albarracín"
0,0,"Hoteles","44157","Monterde de Albarracín"
