"establecimientos","plazas","tipo","cod","mun"
2,71,"Hoteles","44154","Monroyo"
0,0,"Apartamentos","44154","Monroyo"
0,0,"Campings","44154","Monroyo"
0,0,"Casas Rurales","44154","Monroyo"
