"establecimientos","plazas","tipo","cod","mun"
1,4,"Casas Rurales","44223","Torre de Arcas"
0,0,"Apartamentos","44223","Torre de Arcas"
0,0,"Campings","44223","Torre de Arcas"
0,0,"Hoteles","44223","Torre de Arcas"
