"establecimientos","plazas","tipo","cod","mun"
5,43,"Casas Rurales","44236","Tronchón"
0,0,"Apartamentos","44236","Tronchón"
0,0,"Campings","44236","Tronchón"
0,0,"Hoteles","44236","Tronchón"
