"establecimientos","plazas","tipo","cod","mun"
1,16,"Hoteles","44128","Jarque de la Val"
1,7,"Casas Rurales","44128","Jarque de la Val"
0,0,"Apartamentos","44128","Jarque de la Val"
0,0,"Campings","44128","Jarque de la Val"
