"establecimientos","plazas","tipo","cod","mun"
2,32,"Hoteles","50118","Gallur"
0,0,"Apartamentos","50118","Gallur"
0,0,"Campings","50118","Gallur"
0,0,"Casas Rurales","50118","Gallur"
