"establecimientos","plazas","tipo","cod","mun"
1,8,"Casas Rurales","44175","Orrios"
0,0,"Apartamentos","44175","Orrios"
0,0,"Campings","44175","Orrios"
0,0,"Hoteles","44175","Orrios"
