"establecimientos","plazas","tipo","cod","mun"
1,111,"Campings","44205","Samper de Calanda"
1,16,"Hoteles","44205","Samper de Calanda"
2,14,"Casas Rurales","44205","Samper de Calanda"
0,0,"Apartamentos","44205","Samper de Calanda"
