"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50296","Zaida (La)"
0,0,"Campings","50296","Zaida (La)"
0,0,"Casas Rurales","50296","Zaida (La)"
0,0,"Hoteles","50296","Zaida (La)"
