"establecimientos","plazas","tipo","cod","mun"
1,33,"Hoteles","44209","Santa Eulalia"
0,0,"Apartamentos","44209","Santa Eulalia"
0,0,"Campings","44209","Santa Eulalia"
0,0,"Casas Rurales","44209","Santa Eulalia"
