"establecimientos","plazas","tipo","cod","mun"
2,54,"Hoteles","22107","Fanlo"
7,46,"Casas Rurales","22107","Fanlo"
1,6,"Apartamentos","22107","Fanlo"
0,0,"Campings","22107","Fanlo"
