"cod","mun","total","hombres","mujeres","date"
50190,"Novallas",758,366,392,1998
50190,"Novallas",738,354,384,1999
50190,"Novallas",731,357,374,2000
50190,"Novallas",727,359,368,2001
50190,"Novallas",769,388,381,2002
50190,"Novallas",815,406,409,2003
50190,"Novallas",807,410,397,2004
50190,"Novallas",806,413,393,2005
50190,"Novallas",818,421,397,2006
50190,"Novallas",875,456,419,2007
50190,"Novallas",885,467,418,2008
50190,"Novallas",891,473,418,2009
50190,"Novallas",919,489,430,2010
50190,"Novallas",949,507,442,2011
50190,"Novallas",948,511,437,2012
50190,"Novallas",947,504,443,2013
