"cod","mun","total","hombres","mujeres","date"
44239,"Valacloche",22,13,9,1998
44239,"Valacloche",19,12,7,1999
44239,"Valacloche",20,13,7,2000
44239,"Valacloche",20,12,8,2001
44239,"Valacloche",20,12,8,2002
44239,"Valacloche",20,12,8,2003
44239,"Valacloche",23,16,7,2004
44239,"Valacloche",24,15,9,2005
44239,"Valacloche",20,13,7,2006
44239,"Valacloche",24,14,10,2007
44239,"Valacloche",37,20,17,2008
44239,"Valacloche",33,18,15,2009
44239,"Valacloche",30,16,14,2010
44239,"Valacloche",31,18,13,2011
44239,"Valacloche",28,19,9,2012
44239,"Valacloche",23,16,7,2013
