"cod","mun","total","hombres","mujeres","date"
22242,"Valfarta",101,56,45,1998
22242,"Valfarta",97,55,42,1999
22242,"Valfarta",96,55,41,2000
22242,"Valfarta",101,58,43,2001
22242,"Valfarta",101,57,44,2002
22242,"Valfarta",98,56,42,2003
22242,"Valfarta",91,52,39,2004
22242,"Valfarta",100,56,44,2005
22242,"Valfarta",101,55,46,2006
22242,"Valfarta",99,54,45,2007
22242,"Valfarta",92,51,41,2008
22242,"Valfarta",90,49,41,2009
22242,"Valfarta",87,48,39,2010
22242,"Valfarta",90,51,39,2011
22242,"Valfarta",74,45,29,2012
22242,"Valfarta",78,46,32,2013
