"cod","mun","total","hombres","mujeres","date"
22115,"Grado (El)",571,296,275,1998
22115,"Grado (El)",568,297,271,1999
22115,"Grado (El)",566,300,266,2000
22115,"Grado (El)",559,293,266,2001
22115,"Grado (El)",535,280,255,2002
22115,"Grado (El)",514,264,250,2003
22115,"Grado (El)",511,271,240,2004
22115,"Grado (El)",517,276,241,2005
22115,"Grado (El)",497,262,235,2006
22115,"Grado (El)",509,273,236,2007
22115,"Grado (El)",509,269,240,2008
22115,"Grado (El)",506,267,239,2009
22115,"Grado (El)",493,257,236,2010
22115,"Grado (El)",484,256,228,2011
22115,"Grado (El)",471,249,222,2012
22115,"Grado (El)",448,237,211,2013
