"cod","mun","total","hombres","mujeres","date"
44138,"Loscos",214,113,101,1998
44138,"Loscos",220,118,102,1999
44138,"Loscos",217,117,100,2000
44138,"Loscos",200,109,91,2001
44138,"Loscos",196,106,90,2002
44138,"Loscos",191,104,87,2003
44138,"Loscos",184,108,76,2004
44138,"Loscos",191,108,83,2005
44138,"Loscos",185,110,75,2006
44138,"Loscos",190,113,77,2007
44138,"Loscos",189,113,76,2008
44138,"Loscos",176,104,72,2009
44138,"Loscos",177,102,75,2010
44138,"Loscos",179,105,74,2011
44138,"Loscos",175,107,68,2012
44138,"Loscos",156,96,60,2013
