"cod","mun","total","hombres","mujeres","date"
22088,"Castillazuelo",233,110,123,1998
22088,"Castillazuelo",233,110,123,1999
22088,"Castillazuelo",230,109,121,2000
22088,"Castillazuelo",227,109,118,2001
22088,"Castillazuelo",232,111,121,2002
22088,"Castillazuelo",223,105,118,2003
22088,"Castillazuelo",230,109,121,2004
22088,"Castillazuelo",227,107,120,2005
22088,"Castillazuelo",223,109,114,2006
22088,"Castillazuelo",225,111,114,2007
22088,"Castillazuelo",221,108,113,2008
22088,"Castillazuelo",199,94,105,2009
22088,"Castillazuelo",193,92,101,2010
22088,"Castillazuelo",197,91,106,2011
22088,"Castillazuelo",189,88,101,2012
22088,"Castillazuelo",181,84,97,2013
