"cod","mun","total","hombres","mujeres","date"
50150,"Lumpiaque",945,491,454,1998
50150,"Lumpiaque",938,483,455,1999
50150,"Lumpiaque",917,475,442,2000
50150,"Lumpiaque",901,470,431,2001
50150,"Lumpiaque",936,492,444,2002
50150,"Lumpiaque",943,495,448,2003
50150,"Lumpiaque",900,468,432,2004
50150,"Lumpiaque",984,520,464,2005
50150,"Lumpiaque",970,507,463,2006
50150,"Lumpiaque",975,505,470,2007
50150,"Lumpiaque",1053,557,496,2008
50150,"Lumpiaque",1050,567,483,2009
50150,"Lumpiaque",937,493,444,2010
50150,"Lumpiaque",939,496,443,2011
50150,"Lumpiaque",921,480,441,2012
50150,"Lumpiaque",915,472,443,2013
