"cod","mun","total","hombres","mujeres","date"
22049,"Barbués",119,61,58,1998
22049,"Barbués",118,61,57,1999
22049,"Barbués",122,63,59,2000
22049,"Barbués",121,63,58,2001
22049,"Barbués",117,62,55,2002
22049,"Barbués",112,60,52,2003
22049,"Barbués",108,56,52,2004
22049,"Barbués",109,57,52,2005
22049,"Barbués",115,59,56,2006
22049,"Barbués",110,57,53,2007
22049,"Barbués",106,55,51,2008
22049,"Barbués",103,53,50,2009
22049,"Barbués",98,53,45,2010
22049,"Barbués",96,51,45,2011
22049,"Barbués",98,53,45,2012
22049,"Barbués",89,48,41,2013
