"cod","mun","total","hombres","mujeres","date"
44082,"Corbalán",70,41,29,1998
44082,"Corbalán",72,43,29,1999
44082,"Corbalán",76,45,31,2000
44082,"Corbalán",75,43,32,2001
44082,"Corbalán",85,50,35,2002
44082,"Corbalán",92,51,41,2003
44082,"Corbalán",88,50,38,2004
44082,"Corbalán",84,49,35,2005
44082,"Corbalán",83,49,34,2006
44082,"Corbalán",94,55,39,2007
44082,"Corbalán",94,53,41,2008
44082,"Corbalán",95,54,41,2009
44082,"Corbalán",99,54,45,2010
44082,"Corbalán",102,54,48,2011
44082,"Corbalán",107,56,51,2012
44082,"Corbalán",109,56,53,2013
