"cod","mun","total","hombres","mujeres","date"
50142,"Lobera de Onsella",57,34,23,1998
50142,"Lobera de Onsella",57,34,23,1999
50142,"Lobera de Onsella",54,32,22,2000
50142,"Lobera de Onsella",55,33,22,2001
50142,"Lobera de Onsella",56,34,22,2002
50142,"Lobera de Onsella",58,36,22,2003
50142,"Lobera de Onsella",62,37,25,2004
50142,"Lobera de Onsella",62,38,24,2005
50142,"Lobera de Onsella",54,35,19,2006
50142,"Lobera de Onsella",59,35,24,2007
50142,"Lobera de Onsella",53,31,22,2008
50142,"Lobera de Onsella",49,29,20,2009
50142,"Lobera de Onsella",50,29,21,2010
50142,"Lobera de Onsella",54,33,21,2011
50142,"Lobera de Onsella",45,28,17,2012
50142,"Lobera de Onsella",40,25,15,2013
