"cod","mun","total","hombres","mujeres","date"
50187,"Nigüella",119,65,54,1998
50187,"Nigüella",116,63,53,1999
50187,"Nigüella",122,67,55,2000
50187,"Nigüella",117,65,52,2001
50187,"Nigüella",112,61,51,2002
50187,"Nigüella",105,59,46,2003
50187,"Nigüella",97,52,45,2004
50187,"Nigüella",90,47,43,2005
50187,"Nigüella",89,47,42,2006
50187,"Nigüella",91,48,43,2007
50187,"Nigüella",87,47,40,2008
50187,"Nigüella",84,47,37,2009
50187,"Nigüella",81,46,35,2010
50187,"Nigüella",79,45,34,2011
50187,"Nigüella",74,43,31,2012
50187,"Nigüella",75,44,31,2013
