"cod","mun","total","hombres","mujeres","date"
22162,"Novales",189,95,94,1998
22162,"Novales",189,95,94,1999
22162,"Novales",184,93,91,2000
22162,"Novales",186,94,92,2001
22162,"Novales",184,93,91,2002
22162,"Novales",182,96,86,2003
22162,"Novales",191,100,91,2004
22162,"Novales",191,99,92,2005
22162,"Novales",179,96,83,2006
22162,"Novales",181,93,88,2007
22162,"Novales",174,88,86,2008
22162,"Novales",180,87,93,2009
22162,"Novales",181,89,92,2010
22162,"Novales",175,84,91,2011
22162,"Novales",177,85,92,2012
22162,"Novales",183,89,94,2013
