"cod","mun","total","hombres","mujeres","date"
50170,"Monegrillo",551,301,250,1998
50170,"Monegrillo",538,297,241,1999
50170,"Monegrillo",534,290,244,2000
50170,"Monegrillo",540,294,246,2001
50170,"Monegrillo",534,289,245,2002
50170,"Monegrillo",517,282,235,2003
50170,"Monegrillo",517,285,232,2004
50170,"Monegrillo",506,277,229,2005
50170,"Monegrillo",495,275,220,2006
50170,"Monegrillo",486,270,216,2007
50170,"Monegrillo",500,279,221,2008
50170,"Monegrillo",495,277,218,2009
50170,"Monegrillo",479,271,208,2010
50170,"Monegrillo",472,264,208,2011
50170,"Monegrillo",464,258,206,2012
50170,"Monegrillo",458,252,206,2013
