"cod","mun","total","hombres","mujeres","date"
22904,"Sotonera (La)",1108,589,519,1998
22904,"Sotonera (La)",1108,589,519,1999
22904,"Sotonera (La)",1108,590,518,2000
22904,"Sotonera (La)",1114,591,523,2001
22904,"Sotonera (La)",1100,579,521,2002
22904,"Sotonera (La)",1074,564,510,2003
22904,"Sotonera (La)",1073,558,515,2004
22904,"Sotonera (La)",1085,575,510,2005
22904,"Sotonera (La)",1083,569,514,2006
22904,"Sotonera (La)",1053,560,493,2007
22904,"Sotonera (La)",1058,567,491,2008
22904,"Sotonera (La)",1075,570,505,2009
22904,"Sotonera (La)",1061,562,499,2010
22904,"Sotonera (La)",1040,551,489,2011
22904,"Sotonera (La)",1042,551,491,2012
22904,"Sotonera (La)",1018,528,490,2013
