"cod","mun","total","hombres","mujeres","date"
50143,"Longares",861,440,421,1998
50143,"Longares",884,464,420,1999
50143,"Longares",915,501,414,2000
50143,"Longares",948,528,420,2001
50143,"Longares",981,563,418,2002
50143,"Longares",999,583,416,2003
50143,"Longares",906,512,394,2004
50143,"Longares",914,520,394,2005
50143,"Longares",879,495,384,2006
50143,"Longares",873,493,380,2007
50143,"Longares",904,512,392,2008
50143,"Longares",896,502,394,2009
50143,"Longares",896,499,397,2010
50143,"Longares",907,506,401,2011
50143,"Longares",895,509,386,2012
50143,"Longares",903,521,382,2013
