"cod","mun","total","hombres","mujeres","date"
50267,"Uncastillo",920,450,470,1998
50267,"Uncastillo",919,451,468,1999
50267,"Uncastillo",889,435,454,2000
50267,"Uncastillo",873,427,446,2001
50267,"Uncastillo",894,441,453,2002
50267,"Uncastillo",875,434,441,2003
50267,"Uncastillo",863,429,434,2004
50267,"Uncastillo",849,420,429,2005
50267,"Uncastillo",854,415,439,2006
50267,"Uncastillo",819,400,419,2007
50267,"Uncastillo",814,396,418,2008
50267,"Uncastillo",801,380,421,2009
50267,"Uncastillo",781,373,408,2010
50267,"Uncastillo",754,358,396,2011
50267,"Uncastillo",731,354,377,2012
50267,"Uncastillo",712,347,365,2013
