"cod","mun","total","hombres","mujeres","date"
44056,"Caminreal",817,405,412,1998
44056,"Caminreal",822,407,415,1999
44056,"Caminreal",813,405,408,2000
44056,"Caminreal",799,394,405,2001
44056,"Caminreal",781,390,391,2002
44056,"Caminreal",761,387,374,2003
44056,"Caminreal",760,393,367,2004
44056,"Caminreal",755,392,363,2005
44056,"Caminreal",751,386,365,2006
44056,"Caminreal",756,390,366,2007
44056,"Caminreal",788,410,378,2008
44056,"Caminreal",765,405,360,2009
44056,"Caminreal",758,404,354,2010
44056,"Caminreal",718,376,342,2011
44056,"Caminreal",735,378,357,2012
44056,"Caminreal",724,367,357,2013
