"cod","mun","total","hombres","mujeres","date"
44191,"Puebla de Híjar (La)",1117,550,567,1998
44191,"Puebla de Híjar (La)",1105,539,566,1999
44191,"Puebla de Híjar (La)",1089,542,547,2000
44191,"Puebla de Híjar (La)",1078,535,543,2001
44191,"Puebla de Híjar (La)",1074,538,536,2002
44191,"Puebla de Híjar (La)",1035,506,529,2003
44191,"Puebla de Híjar (La)",1013,498,515,2004
44191,"Puebla de Híjar (La)",1015,500,515,2005
44191,"Puebla de Híjar (La)",1016,508,508,2006
44191,"Puebla de Híjar (La)",1005,497,508,2007
44191,"Puebla de Híjar (La)",1018,521,497,2008
44191,"Puebla de Híjar (La)",1024,533,491,2009
44191,"Puebla de Híjar (La)",1006,517,489,2010
44191,"Puebla de Híjar (La)",1013,510,503,2011
44191,"Puebla de Híjar (La)",982,497,485,2012
44191,"Puebla de Híjar (La)",974,497,477,2013
