"cod","mun","total","hombres","mujeres","date"
44111,"Fuentes Calientes",142,80,62,1998
44111,"Fuentes Calientes",137,78,59,1999
44111,"Fuentes Calientes",129,73,56,2000
44111,"Fuentes Calientes",127,71,56,2001
44111,"Fuentes Calientes",124,70,54,2002
44111,"Fuentes Calientes",127,70,57,2003
44111,"Fuentes Calientes",130,71,59,2004
44111,"Fuentes Calientes",127,68,59,2005
44111,"Fuentes Calientes",117,66,51,2006
44111,"Fuentes Calientes",118,67,51,2007
44111,"Fuentes Calientes",116,65,51,2008
44111,"Fuentes Calientes",120,67,53,2009
44111,"Fuentes Calientes",119,66,53,2010
44111,"Fuentes Calientes",119,66,53,2011
44111,"Fuentes Calientes",116,65,51,2012
44111,"Fuentes Calientes",113,63,50,2013
