"cod","mun","total","hombres","mujeres","date"
50011,"Albeta",122,56,66,1998
50011,"Albeta",120,58,62,1999
50011,"Albeta",119,58,61,2000
50011,"Albeta",121,58,63,2001
50011,"Albeta",123,57,66,2002
50011,"Albeta",139,67,72,2003
50011,"Albeta",151,75,76,2004
50011,"Albeta",144,72,72,2005
50011,"Albeta",144,71,73,2006
50011,"Albeta",139,70,69,2007
50011,"Albeta",135,68,67,2008
50011,"Albeta",137,66,71,2009
50011,"Albeta",141,69,72,2010
50011,"Albeta",149,74,75,2011
50011,"Albeta",149,72,77,2012
50011,"Albeta",144,70,74,2013
