"cod","mun","total","hombres","mujeres","date"
22249,"Villanova",104,56,48,1998
22249,"Villanova",132,68,64,1999
22249,"Villanova",140,70,70,2000
22249,"Villanova",137,71,66,2001
22249,"Villanova",131,66,65,2002
22249,"Villanova",134,66,68,2003
22249,"Villanova",133,63,70,2004
22249,"Villanova",122,58,64,2005
22249,"Villanova",154,75,79,2006
22249,"Villanova",156,77,79,2007
22249,"Villanova",157,77,80,2008
22249,"Villanova",150,72,78,2009
22249,"Villanova",154,72,82,2010
22249,"Villanova",157,75,82,2011
22249,"Villanova",148,73,75,2012
22249,"Villanova",150,78,72,2013
