"cod","mun","total","hombres","mujeres","date"
44155,"Montalbán",1594,809,785,1998
44155,"Montalbán",1591,813,778,1999
44155,"Montalbán",1588,811,777,2000
44155,"Montalbán",1567,798,769,2001
44155,"Montalbán",1565,800,765,2002
44155,"Montalbán",1530,784,746,2003
44155,"Montalbán",1498,766,732,2004
44155,"Montalbán",1487,762,725,2005
44155,"Montalbán",1486,769,717,2006
44155,"Montalbán",1492,764,728,2007
44155,"Montalbán",1477,758,719,2008
44155,"Montalbán",1448,753,695,2009
44155,"Montalbán",1408,731,677,2010
44155,"Montalbán",1392,713,679,2011
44155,"Montalbán",1350,687,663,2012
44155,"Montalbán",1341,686,655,2013
