"cod","mun","total","hombres","mujeres","date"
44215,"Terriente",176,102,74,1998
44215,"Terriente",188,108,80,1999
44215,"Terriente",184,104,80,2000
44215,"Terriente",179,103,76,2001
44215,"Terriente",173,102,71,2002
44215,"Terriente",174,101,73,2003
44215,"Terriente",183,107,76,2004
44215,"Terriente",177,106,71,2005
44215,"Terriente",185,113,72,2006
44215,"Terriente",192,113,79,2007
44215,"Terriente",187,110,77,2008
44215,"Terriente",187,108,79,2009
44215,"Terriente",186,107,79,2010
44215,"Terriente",197,115,82,2011
44215,"Terriente",191,114,77,2012
44215,"Terriente",179,102,77,2013
