"cod","mun","total","hombres","mujeres","date"
50180,"Mozota",116,58,58,1998
50180,"Mozota",114,57,57,1999
50180,"Mozota",114,57,57,2000
50180,"Mozota",112,56,56,2001
50180,"Mozota",105,51,54,2002
50180,"Mozota",121,59,62,2003
50180,"Mozota",121,60,61,2004
50180,"Mozota",129,65,64,2005
50180,"Mozota",126,63,63,2006
50180,"Mozota",127,62,65,2007
50180,"Mozota",117,57,60,2008
50180,"Mozota",118,58,60,2009
50180,"Mozota",114,55,59,2010
50180,"Mozota",113,55,58,2011
50180,"Mozota",107,55,52,2012
50180,"Mozota",117,57,60,2013
