"cod","mun","total","hombres","mujeres","date"
50235,"San Mateo de Gállego",2036,1042,994,1998
50235,"San Mateo de Gállego",2069,1064,1005,1999
50235,"San Mateo de Gállego",2137,1096,1041,2000
50235,"San Mateo de Gállego",2181,1123,1058,2001
50235,"San Mateo de Gállego",2195,1134,1061,2002
50235,"San Mateo de Gállego",2290,1195,1095,2003
50235,"San Mateo de Gállego",2381,1244,1137,2004
50235,"San Mateo de Gállego",2447,1280,1167,2005
50235,"San Mateo de Gállego",2604,1353,1251,2006
50235,"San Mateo de Gállego",2708,1415,1293,2007
50235,"San Mateo de Gállego",2895,1506,1389,2008
50235,"San Mateo de Gállego",3009,1558,1451,2009
50235,"San Mateo de Gállego",3079,1597,1482,2010
50235,"San Mateo de Gállego",3137,1626,1511,2011
50235,"San Mateo de Gállego",3158,1636,1522,2012
50235,"San Mateo de Gállego",3190,1657,1533,2013
