"cod","mun","total","hombres","mujeres","date"
50204,"Pedrola",2574,1316,1258,1998
50204,"Pedrola",2588,1316,1272,1999
50204,"Pedrola",2637,1340,1297,2000
50204,"Pedrola",2699,1365,1334,2001
50204,"Pedrola",2819,1448,1371,2002
50204,"Pedrola",2862,1487,1375,2003
50204,"Pedrola",2906,1509,1397,2004
50204,"Pedrola",3065,1591,1474,2005
50204,"Pedrola",3168,1652,1516,2006
50204,"Pedrola",3302,1738,1564,2007
50204,"Pedrola",3488,1842,1646,2008
50204,"Pedrola",3667,1930,1737,2009
50204,"Pedrola",3721,1960,1761,2010
50204,"Pedrola",3769,1989,1780,2011
50204,"Pedrola",3780,1988,1792,2012
50204,"Pedrola",3680,1921,1759,2013
