"cod","mun","total","hombres","mujeres","date"
44109,"Frías de Albarracín",179,94,85,1998
44109,"Frías de Albarracín",168,89,79,1999
44109,"Frías de Albarracín",157,84,73,2000
44109,"Frías de Albarracín",156,84,72,2001
44109,"Frías de Albarracín",154,82,72,2002
44109,"Frías de Albarracín",156,83,73,2003
44109,"Frías de Albarracín",164,88,76,2004
44109,"Frías de Albarracín",157,87,70,2005
44109,"Frías de Albarracín",181,101,80,2006
44109,"Frías de Albarracín",175,98,77,2007
44109,"Frías de Albarracín",172,96,76,2008
44109,"Frías de Albarracín",163,90,73,2009
44109,"Frías de Albarracín",156,86,70,2010
44109,"Frías de Albarracín",152,86,66,2011
44109,"Frías de Albarracín",151,88,63,2012
44109,"Frías de Albarracín",143,82,61,2013
