"cod","mun","total","hombres","mujeres","date"
50149,"Luesma",23,13,10,1998
50149,"Luesma",23,13,10,1999
50149,"Luesma",23,13,10,2000
50149,"Luesma",21,12,9,2001
50149,"Luesma",20,12,8,2002
50149,"Luesma",40,19,21,2003
50149,"Luesma",40,22,18,2004
50149,"Luesma",35,20,15,2005
50149,"Luesma",36,20,16,2006
50149,"Luesma",38,22,16,2007
50149,"Luesma",38,22,16,2008
50149,"Luesma",37,21,16,2009
50149,"Luesma",38,21,17,2010
50149,"Luesma",51,30,21,2011
50149,"Luesma",50,30,20,2012
50149,"Luesma",47,28,19,2013
