"cod","mun","total","hombres","mujeres","date"
44232,"Torrijo del Campo",576,293,283,1998
44232,"Torrijo del Campo",570,288,282,1999
44232,"Torrijo del Campo",556,281,275,2000
44232,"Torrijo del Campo",559,283,276,2001
44232,"Torrijo del Campo",550,278,272,2002
44232,"Torrijo del Campo",568,288,280,2003
44232,"Torrijo del Campo",552,279,273,2004
44232,"Torrijo del Campo",529,272,257,2005
44232,"Torrijo del Campo",485,251,234,2006
44232,"Torrijo del Campo",579,304,275,2007
44232,"Torrijo del Campo",581,306,275,2008
44232,"Torrijo del Campo",566,300,266,2009
44232,"Torrijo del Campo",539,288,251,2010
44232,"Torrijo del Campo",518,268,250,2011
44232,"Torrijo del Campo",506,265,241,2012
44232,"Torrijo del Campo",496,263,233,2013
