"cod","mun","total","hombres","mujeres","date"
22136,"Lalueza",1267,678,589,1998
22136,"Lalueza",1262,676,586,1999
22136,"Lalueza",1207,639,568,2000
22136,"Lalueza",1178,616,562,2001
22136,"Lalueza",1163,611,552,2002
22136,"Lalueza",1152,603,549,2003
22136,"Lalueza",1140,594,546,2004
22136,"Lalueza",1142,592,550,2005
22136,"Lalueza",1136,590,546,2006
22136,"Lalueza",1136,591,545,2007
22136,"Lalueza",1137,598,539,2008
22136,"Lalueza",1132,595,537,2009
22136,"Lalueza",1101,575,526,2010
22136,"Lalueza",1089,563,526,2011
22136,"Lalueza",1066,557,509,2012
22136,"Lalueza",1021,538,483,2013
