"cod","mun","total","hombres","mujeres","date"
44179,"Peñarroya de Tastavins",538,275,263,1998
44179,"Peñarroya de Tastavins",538,271,267,1999
44179,"Peñarroya de Tastavins",521,273,248,2000
44179,"Peñarroya de Tastavins",522,278,244,2001
44179,"Peñarroya de Tastavins",545,291,254,2002
44179,"Peñarroya de Tastavins",532,285,247,2003
44179,"Peñarroya de Tastavins",527,273,254,2004
44179,"Peñarroya de Tastavins",526,272,254,2005
44179,"Peñarroya de Tastavins",488,253,235,2006
44179,"Peñarroya de Tastavins",511,264,247,2007
44179,"Peñarroya de Tastavins",518,276,242,2008
44179,"Peñarroya de Tastavins",532,286,246,2009
44179,"Peñarroya de Tastavins",517,277,240,2010
44179,"Peñarroya de Tastavins",509,275,234,2011
44179,"Peñarroya de Tastavins",497,268,229,2012
44179,"Peñarroya de Tastavins",480,260,220,2013
