"cod","mun","total","hombres","mujeres","date"
50031,"Aranda de Moncayo",239,127,112,1998
50031,"Aranda de Moncayo",242,130,112,1999
50031,"Aranda de Moncayo",247,133,114,2000
50031,"Aranda de Moncayo",240,130,110,2001
50031,"Aranda de Moncayo",230,125,105,2002
50031,"Aranda de Moncayo",228,124,104,2003
50031,"Aranda de Moncayo",220,119,101,2004
50031,"Aranda de Moncayo",220,124,96,2005
50031,"Aranda de Moncayo",228,128,100,2006
50031,"Aranda de Moncayo",230,133,97,2007
50031,"Aranda de Moncayo",232,130,102,2008
50031,"Aranda de Moncayo",223,126,97,2009
50031,"Aranda de Moncayo",214,122,92,2010
50031,"Aranda de Moncayo",208,123,85,2011
50031,"Aranda de Moncayo",198,122,76,2012
50031,"Aranda de Moncayo",185,115,70,2013
