"cod","mun","total","hombres","mujeres","date"
44011,"Alcaine",56,31,25,1998
44011,"Alcaine",54,30,24,1999
44011,"Alcaine",74,43,31,2000
44011,"Alcaine",71,41,30,2001
44011,"Alcaine",72,44,28,2002
44011,"Alcaine",69,41,28,2003
44011,"Alcaine",65,39,26,2004
44011,"Alcaine",80,50,30,2005
44011,"Alcaine",84,56,28,2006
44011,"Alcaine",74,45,29,2007
44011,"Alcaine",65,37,28,2008
44011,"Alcaine",67,38,29,2009
44011,"Alcaine",69,39,30,2010
44011,"Alcaine",67,38,29,2011
44011,"Alcaine",69,40,29,2012
44011,"Alcaine",69,40,29,2013
