"cod","mun","total","hombres","mujeres","date"
50157,"Malón",479,244,235,1998
50157,"Malón",463,239,224,1999
50157,"Malón",455,234,221,2000
50157,"Malón",450,232,218,2001
50157,"Malón",442,232,210,2002
50157,"Malón",432,226,206,2003
50157,"Malón",427,220,207,2004
50157,"Malón",421,217,204,2005
50157,"Malón",403,203,200,2006
50157,"Malón",386,197,189,2007
50157,"Malón",383,196,187,2008
50157,"Malón",385,203,182,2009
50157,"Malón",379,198,181,2010
50157,"Malón",375,194,181,2011
50157,"Malón",376,194,182,2012
50157,"Malón",378,199,179,2013
