"cod","mun","total","hombres","mujeres","date"
44055,"Camarillas",124,69,55,1998
44055,"Camarillas",131,71,60,1999
44055,"Camarillas",122,66,56,2000
44055,"Camarillas",116,62,54,2001
44055,"Camarillas",106,58,48,2002
44055,"Camarillas",103,59,44,2003
44055,"Camarillas",102,58,44,2004
44055,"Camarillas",107,64,43,2005
44055,"Camarillas",109,68,41,2006
44055,"Camarillas",107,66,41,2007
44055,"Camarillas",121,78,43,2008
44055,"Camarillas",112,74,38,2009
44055,"Camarillas",119,75,44,2010
44055,"Camarillas",130,81,49,2011
44055,"Camarillas",117,75,42,2012
44055,"Camarillas",110,66,44,2013
