"cod","mun","total","hombres","mujeres","date"
44133,"Lanzuela",30,19,11,1998
44133,"Lanzuela",30,19,11,1999
44133,"Lanzuela",30,19,11,2000
44133,"Lanzuela",36,23,13,2001
44133,"Lanzuela",32,22,10,2002
44133,"Lanzuela",35,23,12,2003
44133,"Lanzuela",31,22,9,2004
44133,"Lanzuela",29,22,7,2005
44133,"Lanzuela",27,20,7,2006
44133,"Lanzuela",26,18,8,2007
44133,"Lanzuela",29,21,8,2008
44133,"Lanzuela",28,20,8,2009
44133,"Lanzuela",25,16,9,2010
44133,"Lanzuela",27,18,9,2011
44133,"Lanzuela",28,20,8,2012
44133,"Lanzuela",27,20,7,2013
