"cod","mun","total","hombres","mujeres","date"
22163,"Nueno",215,118,97,1998
22163,"Nueno",215,121,94,1999
22163,"Nueno",240,136,104,2000
22163,"Nueno",290,164,126,2001
22163,"Nueno",348,196,152,2002
22163,"Nueno",394,219,175,2003
22163,"Nueno",423,239,184,2004
22163,"Nueno",433,244,189,2005
22163,"Nueno",492,273,219,2006
22163,"Nueno",521,291,230,2007
22163,"Nueno",524,298,226,2008
22163,"Nueno",555,315,240,2009
22163,"Nueno",557,312,245,2010
22163,"Nueno",559,314,245,2011
22163,"Nueno",567,319,248,2012
22163,"Nueno",558,311,247,2013
