"cod","mun","total","hombres","mujeres","date"
50032,"Arándiga",524,268,256,1998
50032,"Arándiga",506,258,248,1999
50032,"Arándiga",503,258,245,2000
50032,"Arándiga",481,243,238,2001
50032,"Arándiga",480,242,238,2002
50032,"Arándiga",459,234,225,2003
50032,"Arándiga",472,242,230,2004
50032,"Arándiga",446,227,219,2005
50032,"Arándiga",430,220,210,2006
50032,"Arándiga",428,215,213,2007
50032,"Arándiga",418,212,206,2008
50032,"Arándiga",407,208,199,2009
50032,"Arándiga",406,208,198,2010
50032,"Arándiga",412,211,201,2011
50032,"Arándiga",385,197,188,2012
50032,"Arándiga",367,188,179,2013
