"cod","mun","total","hombres","mujeres","date"
44171,"Olba",198,101,97,1998
44171,"Olba",198,102,96,1999
44171,"Olba",195,97,98,2000
44171,"Olba",213,103,110,2001
44171,"Olba",228,110,118,2002
44171,"Olba",216,110,106,2003
44171,"Olba",230,117,113,2004
44171,"Olba",233,123,110,2005
44171,"Olba",236,125,111,2006
44171,"Olba",227,125,102,2007
44171,"Olba",220,121,99,2008
44171,"Olba",231,123,108,2009
44171,"Olba",237,129,108,2010
44171,"Olba",238,133,105,2011
44171,"Olba",249,138,111,2012
44171,"Olba",250,143,107,2013
