"cod","mun","total","hombres","mujeres","date"
50289,"Villanueva de Jiloca",116,57,59,1998
50289,"Villanueva de Jiloca",121,60,61,1999
50289,"Villanueva de Jiloca",115,57,58,2000
50289,"Villanueva de Jiloca",109,56,53,2001
50289,"Villanueva de Jiloca",106,55,51,2002
50289,"Villanueva de Jiloca",93,50,43,2003
50289,"Villanueva de Jiloca",85,46,39,2004
50289,"Villanueva de Jiloca",82,42,40,2005
50289,"Villanueva de Jiloca",77,40,37,2006
50289,"Villanueva de Jiloca",89,51,38,2007
50289,"Villanueva de Jiloca",83,46,37,2008
50289,"Villanueva de Jiloca",74,39,35,2009
50289,"Villanueva de Jiloca",69,37,32,2010
50289,"Villanueva de Jiloca",78,37,41,2011
50289,"Villanueva de Jiloca",60,30,30,2012
50289,"Villanueva de Jiloca",57,29,28,2013
